Id_Complex,Id_Simple
"Pyongyang telah memulangkan lima korban dan keluarga mereka dan mengatakan, bahwa lainnya telah meninggal.",Ia mengembalikan lima korban dan keluarga mereka dan mengatakan sisanya sudah mati.
Sekitar 35 juta pemilih Mesir diundang untuk menggunakan hak pilihnya pada Senin di salah satu dari 30 ribu tempat pemungutan suara.,Kira - kira 35 juta orang Mesir telah dipanggil untuk mengadakan pemungutan suara pada hari Senin di salah satu dari 30.000 stasiun pemungutan suara.
Kupu-kupu raja tentunya telah memiliki karakteristik yang luar biasa ini semenjak mereka diciptakan.,Monarchs harus memiliki karakteristik yang luar biasa ini dari saat mereka diciptakan.
"""Ini hit terbesar dalam sejarah K-Pop (Korean Pop), dan jadi topik pembicaraan masyarakat Korea.""","""Ini adalah hit terbesar dalam sejarah K-Pop (Korea Pop), dan telah mendapat banyak orang Korea berbicara."""
"""Tulisan tersebut berlanjut dengan memuat daftar lagu-lagu yang mempromosikan homofobia dan kekerasan terhadap kaum gay kembali ke era 90-an: Boom Bye Bye oleh Buju Banton yang secara tidak mengejutkan dulu berada di peringkatteratas, tetapi blogger tersebut menggambarkan (syair lagu) ini sebagai """"kelam, kejam dan sungguh menjijikkan.""""""","""Posisi itu masuk ke daftar beberapa lagu yang mempromosikan homofobia dan kekerasan gay pada tahun 90-an: ""Buju Banton Boom Bye Bye yang tidak mengejutkan di bagian atas tumpukan, tapi blogger menggambarkan mereka semua sebagai ""gelap, kejam dan menjijikkan."" """""
"Gerilyawan Taliban merebut satu kabupaten di Afghanistan selatan, Jumat, kata beberapa pejabat, sementara seorang pembom bunuh diri dengan naik taksi menewaskan enam orang di dekat parlemen nasional di Kabul.","Para pejuang Taliban merebut kendali sebuah distrik di Afghanistan bagian selatan Jumat, kata pejabat, sebagai seorang pembom bunuh diri di taksi menewaskan enam orang di dekat parlemen nasional di Kabul."
"Serangan itu terjadi enam hari setelah pasukan Pakistan membunuh sekitar 10 orang dalam serangan udara terhadap lokasi yang dicurigai sebagai markas Taliban di Waziristan Selatan, yang menyulut ancaman-ancaman pembalasan dari suku setempat.","Serangan itu terjadi enam hari setelah pasukan Pakistan menewaskan sekitar 10 orang dalam serangan udara atas dugaan senyawa Taliban di Waziristan Selatan, menarik ancaman pembalasan oleh suku lokal."
"Mitranya strike Julio Cruz juga akan absen karena cedera, sehingga kemungkinan pemain depan berusia 17 tahun Mario Balotelli akan dimasukkan dalam susunan pemain, sementara Javier Zanetti, Dejan Stankovic dan pemain tengah dari Cile, Luis Jimenez, dinyatakan prima setelah sebelumnya juga cedera.","Rekan Strike Julio Cruz juga hilang melalui cedera, berarti 17 tahun ke depan Mario Balotelli termasuk dalam skuad, sementara Javier Zanetti, Dejan Stankovic dan Chili pertengahan Luis Jimenez cocok setelah mengetuk."
"""Faktanya, di Nigeria saat ini semakin meluasnya rasa penyangkalan terhadap apa yang terjadi — sebuah penyangkalan yang meluas kepada pers.""","""Bahkan, ada penyangkalan meluas di seluruh Nigeria tentang apa yang terjadi - penyangkalan yang meluas kepada pers. """
"""Tamzid Farhan Mogno membuat sebuah video hyperlapse Kota Dhaka menggunakan gambar-gambar dari Google Street View: Dalam sebuah op-ed (opini editorial) di Daily Star, Anir Chowdhury, penasihat kebijakan dari proyek Access To Information (Akses kepada Informasi), mendeskripsikan bagaimana Google Street View bisa membuat kesempatan baru bagi Bangladesh dalam hal meningkatkan sektor pariwisata dan menarik investasi asing:""","""Tamzid Farhan Mogno membuat video Hyperlapse di kota Dhaka menggunakan gambar Google Street View: Dalam op-ed di Daily Star, Anir CHowdury, penasihat kebijakan untuk Proyek Informasi Akses, menggambarkan bagaimana Google Street View dapat menciptakan kesempatan baru untuk Bangladesh dalam hal meningkatkan pariwisata dan menarik investasi asing: """
"Hasil ahirnya  adalah suatu deskrpsi detil tentang bagaimana piranti lunak dirancang, bagaimana mengembangkan dan menginstol piranti lunak pada alat target, dan kelemahan-kelemahan apa saja yang diketahui dalam perancangan piranti lunak.","Hasil akhir adalah deskripsi rinci tentang bagaimana perangkat lunak dirancang, bagaimana membangun dan menginstal perangkat lunak pada perangkat lunak target, dan kelemahan apapun yang diketahui dalam desain perangkat lunak."
"Beberapa bahasa sangat popular untuk aplikasi-aplikasi tertentu misalnya COBOL masih cukup kuat di pusat data korporat, seringkali pada mainframe besar, FORTRAN dalam aplikasi perekayasaan, dan C dalam aplikasi yang ditambahkan, sementara beberapa bahasa digunakan secara teratur untuk menulis berbagai jenis aplikasi yang berbeda beda.","Beberapa bahasa sangat populer untuk jenis aplikasi tertentu mis, COBOL masih kuat di pusat data perusahaan, sering di mainframe besar, FORTRAN dalam aplikasi teknik, dan C dalam aplikasi yang tertanam, sementara beberapa bahasa secara teratur digunakan untuk menulis berbagai macam aplikasi."
"Truk itu membawa berton-ton klorin dan TNT yang ditutup kantung-kantung pupuk, kata polisi itu.","Truk itu berisi banyak ton klorin dan TNT yang ditutupi oleh karung penuh pupuk, katanya."
Pantas saja taman tersebut menarik perhatian anak-anak dan kaum muda - orang-orang dengan kerapuhan psikologis.,Itulah sebabnya taman ini menarik anak-anak dan anak-anak muda - orang-orang dengan psikologi yang rapuh.
Striker Raul Tamudo membuka keunggulan Espanyol melalui gol yang ia ciptakan pada menit kesembilan.,Striker Raul Tamudo membuka skor pada sembilan menit dengan tembakan rendah.
"Kunjungan-kunjungan yang disponsori pemerintah akan terpisah dari kunjungan turis dan pengusaha yang sedang merebak, ujarnya.","Kunjungan yang disponsori pemerintah akan terpisah dari turis dan perjalanan bisnis yang sudah booming, katanya."
"""Akhirnya, sebuah resolusi untuk mengecam perambahan sumber daya alam Madagaskar dikemukakan oleh Earl Blumenauer (Distrik Oregon) di Dewan Perwakilan.""","""Akhirnya, resolusi untuk mengutuk penjarahan sumber daya alam di Madagaskar telah diperkenalkan oleh Earl Blumenauer (D-Oregon) di Dewan Perwakilan."""
"""Data tersebut juga menunjukan bahwa dari 6.000 bahasa yang dikenal dunia, 200 diantaranya telah punah perlahan dalam jangka waktu tiga generasi; 538 bahasa masuk dalam kategori terancam, 632 sangat terancam, 607 berpotensi untuk menjadi terancam.""","""Data menunjukkan bahwa dari 6.000 bahasa yang saat ini ada, lebih dari 200 telah meninggal selama tiga generasi terakhir, 538 sangat terancam, 502 terancam punah, 632 pasti terancam punah dan 607 tidak aman."""
"Namun, pasukan tersebut kemudian juga pergi pada hari itu setelah mendapati bangunan-bangunan itu kosong, kata saksi mata, yang menambahkan bahwa tidak ada prajurit Israel yang terlihat di kota tersebut pada sore hari.","Tetapi, pasukan itu pun pergi pada hari berikutnya setelah bangunan - bangunan itu kosong, para saksi mengatakan, dan tidak ada tentara yang dapat terlihat di seluruh kota pada sore hari."
"Indolakto merupakan produsen susu dan produk berbasis susu, seperti beragam jenis susu, mentega, dan es krim.","Indolakto adalah penghasil susu dan susu seperti susu, mentega, dan es krim."
"""Berhubung perhatian masih terpusat pada bencana yang baru terjadi, semua negara-negara Karibia harus lebih memperhatikan standar bangunan dan penegakan standar bangunan tersebut...""","""Karena pusat perhatian adalah pada, semua negara Karibia harus melihat ke dalam membangun standar dan penegakan standar bangunan tersebut...."""
"""Pemerintahan Trinidad dan Tobago (khususnya) dihujat oleh para narablog yang memperhatikan berapa lama sebelum Perdana Menteri Patrick Manning akhirnya mengeluarkan pendapat atas situasi yang terjadi — hampir sehari penuh — dan menyarankan bahwa dana awal sebesar AS$1 juta yang diperuntukkan bagi Haiti merupakan tanggapan yang tidak memadai, mengingat betapa besarnya bencana yang terjadi serta status negara Trinidad dan Tobago yang tergolong relatif kaya.""","""Pemerintah Trinidad dan Tobago khususnya datang untuk marah-marah dari narablog yang mencatat berapa lama sebelum Perdana Menteri Patrick Manning berkomentar tentang situasi tersebut hampir sehari penuh dan menyarankan bahwa awal US1 juta dolar (TT$6,3 juta) berkomitmen untuk Haiti adalah respon yang tidak memadai, mengingat besarnya bencana dan Trinidad dan kekayaan relatif Tobago's. """
Tim pembela Ocalan menunjukkan kepada wartawan di ibukota Italia tersebut hasil pemeriksaan yang mengindikasikan keberadaan apa yang mereka sebut logam beracun di rambut pemimpin Kurdi tersebut.,Tim pertahanan Ocalan menunjukkan wartawan di ibukota Italia hasil tes menunjukkan kehadiran dari apa yang mereka katakan logam beracun di rambut pemimpin Kurdi.
"Yussef akan mengadakan pembicaraan dengan Perdana Menteri Fuad Siniora, ketua parlemen Nabih Berri dan perwakilan-perwakilan dari gerakan Syi'ah Hizbullah, yang mempelopori kampanye anti pemerintah.","Yussef akan berbicara dengan Perdana Menteri Fuad Siiniora, pembicara parlemen Nabih Berri dan perwakilan dari gerakan Shiite Hezbollah, yang memelopori kampanye anti-pemerintah."
"Variasi, yang dilihat Darwin sebagai bukti evolusi selama beberapa ratus tahun, sebenarnya tidak memiliki hubungan sama sekali dengan asal usul spesies.","Variasi, yang Darwinisme telah melihat sebagai bukti evolusi selama ratusan tahun, sebenarnya tidak ada hubungannya dengan asal mula spesies."
"New Delhi telah memulai memproduksi dua varian dari Agni - Agni I berkemampuan jelajah 700 kilometer dan Agni II berkemampuan jelajah 2.500 kilometer, setelah penerbangan ujicoba kedua rudal balitistik itu beberapa kali sejak tahun 1993.",New Delhi telah memulai produksi dari dua varian dari Agni 700 kilometer (434 mil) Agni-I dan 2.500 kilometer (1.550 mil) jangkauan Agni-II setelah uji-penerbangan kedua rudal balistik berkali-kali sejak 1993.
"""Sudan kehilangan seorang warga tercinta, yang telah memberikan kontribusi sangat besar pada kesusastraan Sudan dan Arab.""","""Sudan telah kehilangan warga negara yang baik, yang telah memberikan kontribusi yang luar biasa untuk Sudan dan Arab sastra. """
"Rendahnya produktivitas rata-rata kedelai nasional yaitu 1,2 ton/ha sedangkan di Amerika mencapai 2,3 ton/ha, menurut Endang mengakibatkan stigma negatif.","Tingkat produksi kedelai nasional rendah adalah 1,2 ton/ha sementara di Amerika mencapai 2,3 ton/ha, menurut Endang, itu menyebabkan stigma negatif"
"Luca Toni mencetak hatrik pada babak kedua ketika membawa kemenangan 3-0 Bayern Munich atas Hanover 96 pada pertandingan tandang Minggu, sehingga mempertahankan keunggulan tiga poin mereka pada puncak klasemen Liga Jerman.","Luca Toni mencetak hat-trick kedua untuk memberikan Bayern Munich kemenangan 3-0 ke Hanover 96 pada hari Minggu, memulihkan tiga poin memimpin mereka di atas Bundesliga."
Seleksi alam tidak memiliki kehendak yang dapat menentukan mana yang baik dan buruk bagi makhluk hidup.,Kasih tidak memiliki kemauan yang dapat memutuskan apa yang baik dan apa yang buruk bagi makhluk hidup.
Fashionably yours - MONA IMRAN direkam oleh Faisal Kapadia diunggah di Vimeo.,Fashionably yours - MONA IMRAN from Faisal Kapadia on Vimeo.
"Perempatfinalis Melbourne tahun lalu, Nadal akan mengawali pertandingan dengan bertemu petenis kualifikasi pada Senin.","Seperempat finalis di Melbourne tahun lalu, Nadal akan membuka kampanyenya melawan kualifikasi pada hari Senin."
Daging panggang 'Raan' — paha kambing panggang — juga populer sebagai hidangan pesta pernikahan.,'Raan' panggang kaki ayam panggang - itu juga populer sebagai hidangan upacara pernikahan.
"Sektor swasta diharapkan berperan lebih besar karena pemerintah dianggap telah gagal dalam mengalokasikan sumberdaya ekonomi untuk menjaga kesinambungan pertumbuhan ekonomi, baik yang berasal dari eKoperasi Simpan Pinjamloitasi sumberdaya alam maupun hutang luar negeri.","Sektor swasta diharapkan untuk memainkan peran yang lebih besar karena pemerintah dianggap gagal dalam mengalokasikan sumber daya ekonomi untuk mempertahankan pertumbuhan ekonomi, baik berasal dari sumber daya alam atau utang asing."
Subnotebooks berukuran lebih kecil daripada komputer jinjing namun lebih besar daripada komputer seukuran-tangan handheld dan  UMPCs.,Buku catatan lebih kecil dari laptop tetapi lebih besar daripada komputer genggam dan UMPC.
"""Sam Wakoba adalah orang Kenya yang sederhana, rendah hati dan pekerja keras yang berkeinginan untuk memperbaiki kehidupan dengan berbagai cara semampunya.""","""Sam Wakoba adalah orang Kenya yang rendah hati dan pekerja keras, bersemangat dalam hal kehidupan yang lebih baik dengan segala cara yang dia bisa."""
Saat ini terdapat dua PJI di Myanmar- Bagan (Myanmar Teleport) dan MPT.,Saat ini ada dua penyedia layanan - ISP Bagan (Myanmar Teleport) dan ISP MPT.
"Tapi jangan lupa, ekonomi yang membaik membuat kemampuan masyarakat untuk berkonsumsi menjadi lebih kuat, katanya.","Tapi kita harus ingat bahwa peningkatan ekonomi akan membuat konsumsi masyarakat lebih kuat, katanya."
"Partikel-partikelnya saling berinteraksi dengan lemah sekali atau bahkan tidak sama sekali, kecuali pengaruh tarikan gravitasi.","Partikelnya berinteraksi satu sama lain sangat lemah, atau bahkan tidak ada interaksi sama sekali, kecuali pengaruh tarikan gravitasi."
"Tumbuh-tumbuhan memproduksi senyawa tertentu untuk melindungi mereka terhadap jamur, serangga, dan binatang termasuk manusia.","Tanaman menghasilkan senyawa tertentu untuk melindungi mereka dari jamur, serangga, dan binatang termasuk manusia."
"""Pada 1 April 2016, serangkaian publikasi yang dikenal sebagai Panama Papers tersiar di pelbagai belahan dunia.""","""Pada 1 April 2016, serangkaian publikasi yang dikenal sebagai Panama Papers dibawa ke cahaya di banyak bagian dunia. """
"Sekitar 100 kendaraan militer Israel mengepung gedung tersebut sejak pagi, dan tentaranya mengancam menyerang jika orang-orang yang berada di dalam gedung berusaha keluar, kata mereka.","Sekitar 100 kendaraan militer mengepung gedung pada jam - jam awal, dengan pasukan yang mengancam akan menembak jika mereka yang di dalam tidak pergi, kata mereka."
"Seolah-olah mereka tertanam begitu saja di sana, tanpa ada sejarah evolusi.","Seolah-olah mereka hanya ditanam di sana, tanpa sejarah evolusi."
"Perundingan itu melibatkan China, Rusia, kedua negara Korea, AS dan Jepang.","Pembicaraan ini melibatkan Cina, Rusia, dua Korea, Amerika Serikat dan Jepang."
"Ditegaskannya bahwa, ia sangat memahami Indonesia, baik ekonominya, posisi dan berbagai problematika yang dihadapi Indonesia.","Dia bilang dia sangat mengerti Indonesia, ekonominya, posisi dan berbagai masalah yang dihadapinya."
"Pimpinan klasemen Olympique Lyon ditahan imbang 1-1 dikandang sendiri ketika menjamu Stade Rennes pada pertandingan sebelumnya Sabtu, setelah Stephane M'bia menyamakan angka pada perpanjangan waktu.",Pemimpin Olympique Lyon diadakan untuk 1-1 rumah menarik oleh Stade Rennes sebelumnya pada hari Sabtu setelah Stephane M'bia menyamakan untuk para pengunjung dalam waktu tambahan.
"Jajak pendapat yang dilakukan untuk majalah tersebut mendapati kaum Muslimah suka menonton televisi, membaca majalah remaja, surfing Internet, seperti YouTube.com, dan menikmati permainan video.","Sebuah survei yang diadakan untuk majalah itu mendapati bahwa gadis - gadis Muslim suka menonton televisi, membaca majalah remaja, berselancar di Internet, seperti YouTube.com, dan menikmati video game."
"Ruud van Nistelrooy menyarangkan dua gol menjelang akhir pertandingan sekaligus membawa juara Spanyol Real Madrid memetik kemenangan 2-0 atas klub papan bawah Levante, Minggu, dan kembali unggul tujuh poin atas Barcelona di puncak klasemen.",Ruud van Nistelrooy mencetak dua gol terakhir saat juara Spanyol Real Madrid dikalahkan sisi bawah Levante 2-0 pada hari Minggu untuk membangun kembali tujuh poin mereka memimpin atas Barcelona di puncak meja.
"""Kalimat ini perlu untuk tetap berada di teks akhir, karena SDGs akan menentukan usaha-usaha nasional dan internasional di tahun-tahun mendatang""","""Bahasa ini harus tetap dalam teks akhir, karena SDGs akan mendefinisikan upaya internasional dan nasional untuk tahun-tahun mendatang."""
"""Lebih dari 500.000 pernikahan diselenggarakan oleh gereja Katolik setiap tahun, dan kurang dari 10 persen diantaranya berakhir dengan pembatalan yang disertai dengan pelaporan resmi.""","""Lebih dari 500.000 pernikahan yang dikelola oleh Gereja Katolik setiap tahun dengan kurang dari 10 persen mendapatkan pembatalan dan melaporkan. """
Sementara itu terjadi lonjakan sebanyak 45% di penjualan musik digital.,"Sementara itu, ada peningkatan 45% dalam penjualan musik digital."
"""Terutama zat kimia yang memiliki efek neurotoksik, misalnya logam berat seperti kadmium, timbal dan merkuri.""","""Banyak zat kimia alamat dengan efek neurotoksik, terutama logam berat seperti kadmium, timah dan merkuri."""
"""Dia berasal dari keluarga yang mendukung haknya untuk memperoleh pendidikan, meski bertentangan dengan adat istiadat.""","""Dia anggota keluarga yang mendukung haknya untuk pendidikan, meskipun ada tantangan budaya."""
Striker Genoa Marco Borriello untuk pertamakali dipanggil memperkuat tim Italia oleh pelatih Roberto Donadoni untuk menghadapi pertandingan persahabatan melawan Portugal di Zurich pada Rabu.,Striker Genoa Marco Borriello diserahkan nya pertama Italia panggilan-up pada hari Minggu oleh pelatih Roberto Donadoni untuk Rabu ramah terhadap Portugal di Zurich.
"""Meski Pengadilan Tinggi Nepal telah melarang chhaupadi pada tahun 2005, namun tradisi tersebut masih kuat mengakar di beberapa desa perbukitan yang terpencil.""","""Meskipun Mahkamah Agung Nepal melarang chhaupadi pada tahun 2005, itu masih berakar kuat di banyak desa bukit terpencil. """
@blakehoundshell: Penulis juga menyarankan untuk mengatakan kepada teman/teman sejawat/keluarga bahwa akhir-akhir ini anda disibukan dengan permainan daring contohnya World of Warcraft dan ingin fokus pada permainan tersebut.,"""@blakehoundshell: penulis merekomendasikan kepada teman-teman anda/rekan kerja/keluarga anda bahwa anda telah mulai bermain, katakanlah, World of Warcraft dan ingin fokus pada itu."""
"Pelatih Feyenoord Bert van Marwijk setuju menandatangani kontrak dua tahun mulai 1 Juli untuk menggantikan Marco van Basten sebagai pelatih tim nasional Belanda, demikian diumumkan Asosiasi Sepak Bola Belanda, Senin.","Pelatih Feyenoord Bert van Marwijk telah setuju kontrak dua tahun dari 1 Juli untuk berhasil Marco van Basten sebagai pelatih Belanda, asosiasi sepak bola Belanda mengatakan pada hari Senin."
"Negara kecil Afrika tengah itu telah mengirim sekitar 50 aparat kepolisian dan militer ke kawasan Darfur Sudan yang dilanda kerusuhan, dan seorang jurubicara kepolisian mengatakan pekan ini bahwa 20 polisi siap pergi ke Pantai Gading sebagai bagian dari misi PBB di sana.",Negara kecil Afrika pusat telah mengirim sekitar 50 tentara dan polisi ke wilayah Sudan yang bermasalah Darfur dan juru bicara polisi mengatakan minggu ini 20 polisi siap untuk pergi ke Pantai Gading sebagai bagian dari misi PBB di sana.
"Dua tentara Amerika Serikat tewas di Irak barat, kata balatentara negara adidaya itu hari Rabu.","Dua tentara AS tewas di Irak Barat, kata militer AS pada hari Rabu."
"""25 jenazah berhasil diselamatkan dari air , 2 diantaranya anak-anak.""","""25 tubuh telah diambil dari air, 2 dari mereka adalah anak-anak."""
"Melalui pesan-pesan sederhana ini, remaja yang stres dapat membangun persahabatan dan solidaritas kelompok dengan teman-teman sebayanya secara online.","Melalui pesan - pesan sederhana ini, para remaja yang menderita stres dapat membangun persahabatan dan solidaritas daring dengan teman - temannya yang sebaya."
Chelsea hanya kemasukan satu gol pada empat pertandingan terakhir mereka yang semuanya mereka menangi.,"Chelsea telah mengakui hanya satu tujuan dalam empat pertandingan terakhir mereka, semua yang mereka telah menang."
Mereka menawarkan rekaman video dari kamera Internet langsung sehingga orang-orang dapat melihat bagaimana perkembangan bibit beras.,Mereka menawarkan rekaman dari kamera web di tempat sehingga orang dapat melihat bagaimana beras tumbuh.
"Penembakan itu terjadi setelah Presiden Palestina Mahmoud Abbas dan Perdana Menteri yang ditunjuk Hamas, Ismail Haniya, bertemu di Kota Gaza, Selasa malam, untuk melanjutkan perundingan mengenai pembentukan pemerintah persatuan nasional, dan menggarisbawahi upaya penyelesaian ketegangan di wilayah Palestina.","Penembakan itu terjadi sebagai presiden Palestina Mahmoud Abbas dan perancang perdana menteri Hamas, Ismail Haniya, akan bertemu di Gaza City pada hari Selasa malam untuk melanjutkan diskusi dalam membentuk sebuah pemerintahan persatuan nasional, dan menandaskan ketegangan yang membara di wilayah Palestina."
Sedangkan kerugian dari reaktor ini adalah seringnya terjadi kehilangan gas pada bagian kubah karena konstruksi tetapnya.,Sementara kerugian dari reaktor ini gas hilang sering di kubah saham itu? yang disebabkan konstruksi permanen
"""Akhirnya, rangkuman kita berakhir di Zimbabwe dimana Kubatana.net yang didirikan pada 2001 mempromosikan kerjasama lebih besar serta berbagi informasi diantara organisasi masyarakat sipil dan dengan masyarakat Zimbabwe secara umum.""","""Akhirnya, kita berakhir di Zimbabwe di mana Kubatana.net didirikan pada tahun 2001 untuk mendorong kerjasama dan berbagi informasi yang lebih besar di antara organisasi masyarakat sipil dan dengan masyarakat Zimbabwe yang umum."""
"""""""Konstitusi terbaik dunia"""" mendiskriminasikan 51 persen dari sesama warga kita: Wanita Nepal. Peraturan Kewarganegaraan Konstitusi sudah diskriminatif, tetapi dengan amandemen ini, juga akan menjadi patriarkal""","""Konstitusi terbaik dunia"" mendiskriminasikan 51% dari sesama warga kita: #Women. #Nepal https://t.co/aXZ05LIV4p melalui @subinmulmi Dorje Gurung (@Dorje_sDooing) 13 Desember 2016"""
"Korea Utara mengakui dalam tahun 2002 pihaknya menculik beberapa warga sipil Jepang, untuk dilatih menjadi mata-matanya pada dasawarsa 1970-an dan 1980-an.",Korea Utara mengakui pada tahun 2002 telah menculik warga sipil Jepang untuk melatih mata-matanya pada tahun 1970-an dan 1980-an.
"""Penerbitan bukunya telah membuatnya terkenal dan dia telah diundang ke berbagai wawancara serta seminar oleh sekolah-sekolah, organisasi non-pemerintah seperti UNICEF, stasiun TV dan radio seperti Insta: Craze.tv, Radio2000, and POWER98.7.""","""Bublikasi bukunya telah membuatnya terkenal, dan dia telah diundang untuk mewawancarai dan berbicara oleh sekolah, organisasi non-pemerintah seperti UNICEF, TV dan stasiun radio seperti, Insta: Craze.tv, Radio2000, dan POWER98.7."""
"""Sejauh ini 600 asanas telah ditambahkan dalam kumpulan data, and tim tersebut berencana untuk mendokumentasikan setidaknya 1.500 sikap yoga pada akhir tahun ini.""","""Sejauh ini 600 Asia telah ditambahkan ke database, dan tim berencana untuk merekam setidaknya 1.500 postur yoga pada akhir tahun ini. """
"Dengan demikian, keduanya akan berkembang sesuai dengan level yang digumulinya.","Dari situ, keduanya akan tumbuh sesuai dengan tingkat yang mereka kerjakan."
"Pemeringkat efek Indonesia Pefindo menaikkan peringkat untuk PT Bank NISP Tbk NISP menjadi idAA- dari sebelumnya idA+ , sementara peringkat Obligasi Subordinasi I Bank NISP Tahun 2003 naik menjadi idA+ dari idA .","Agen rating saham Pemeringkat Efek Indonesia Pefindo telah meningkatkan ratingnya untuk PT Bank NISP Tbk ke idAA- dari iDA+ sebelumnya, dan obligasi bawahannya I/2003 ke idA+ dari idA."
"Belum diakuinya keberadaan lembaga keuangan mikro non formal secara legal, membuat keraguan bagi pelakunya untuk mengembangkan diri secara maksimal.","Tanpa adanya pengakuan hukum akan keberadaan institusi keuangan mikro, menyebabkan keengganan pelaku dalam mengembangkan diri secara maksimal."
"Bayern memimpin klasemen dengan 50 poin, Hamburg berada di tempat kedua dengan 45, Leverkusen di posisi ketiga dengan 44 poin dan Bremen yang juga tersingkir dari Piala UEFA pada Kamis, berada tempat keempat dengan 43 poin.","Bayern memimpin meja dengan 50 poin, Hamburg kedua dengan 45, Leverkusen ketiga dengan 44 dan Bremen, yang juga tersingkir dari Piala UEFA pada hari Kamis, keempat pada 43."
"Lembaga pemeringkat Fitch Ratings, Senin, menyatakan pihaknya telah menaikkan rating individual PT Bank Niaga Tbk BNGA dan PT Bank Lippo Tbk LPBN menjadi 'C/D' dari 'D'.",Fitch Ratings mengatakan pada hari Senin itu telah ditingkatkan Bank Niaga Tbk's dan Bank Lippo Tbk individu rating untuk 'C/D' dari 'D'.
Sebut saja situs berbagi video YouTube yang saat ini tengah digandrungi para pengguna internet.,Hanya menyebutkan situs video sharing You Tube yang saat ini adalah favorit pengguna internet.
"""Di situs daring, masyarakat dunia terlihat sangat cepat untuk berbagi pendapat mereka.""","""Online, warga dunia cepat untuk berbagi dua sen mereka. """
"Lembaga pemeringkat efek internasional Fitch Ratings, Jumat, memberikan peringkat nasional jangka panjang A idn untuk PT Bank Syariah Muamalat Indonesia Tbk Muamalat, dengan prospek stabil.",Badan peringkat saham internasional Fitch Ratings telah memberikan peringkat penerbit jangka panjang nasional dari 'Aidn' dengan sudut pandang stabil ke PT Bank Syariah Muamalat Mualat Indonesia Tbk Muamat.
"""Kedua, kita harus mengganti hukum tapi sekali lagi kita tidak bisa melakukan ini tanpa campur tangan para politikus.""","""Second, kita perlu mengubah hukum tapi sekali lagi kita tidak bisa melakukan ini tanpa politisi."""
"Dan dengan ketiadaan dari janji yang seharusnya didukung aksi  pemerintah Irak, mengapa kita harus yakin? kata Clinton.","Dan dengan tidak adanya komitmen yang didukung oleh tindakan dari pemerintah Irak, mengapa kita harus percaya?"
"Namun, masih terlalu dini untuk berbicara mengenai kaitan langsung dengan hal itu, kata jurubicara militer itu, yang menambahkan bahwa serangan tersebut mungkin dilakukan oleh orang-orang yang menentang perjanjian perdamaian di Waziristan Utara.","Tapi itu terlalu cepat untuk berbicara tentang link langsung, juru bicara tentara mengatakan, menambahkan bahwa serangan itu mungkin pekerjaan orang yang menentang perjanjian perdamaian di Waziristan Utara."
"Menteri Luar Negeri Jepang Taro Aso mengatakan bahwa perundingan enam negara dapat dimulai awal Febuari, menurut laporan media lokal, Selasa.","Menteri Luar Negeri Jepang Taro Aso mengatakan pembicaraan enam partai bisa dilanjutkan awal Februari, media lokal melaporkan Selasa."
"""Video #SaveShafqat dalam bahasa Urdu, dibuat oleh Tazeen Bari dalam durasi sekitar tiga menit dan mengikutsertakan empat orang, termasuk aktivis Jibran Nasir, ia menjawab pertanyaan yang diajukan Tazeen yaitu, """"Apa yang anda sukai ketika anda berumur 14 tahun?"""".""","""Video #SafeShafqat di Urdu, yang diproduksi oleh Tazeen Bari berlangsung lebih dari tiga menit dan fitur empat orang, termasuk aktivis Jibran Nasir, menjawab pertanyaan Tazeen, ""Apa yang Anda sukai ketika Anda berusia 14 tahun?"""
"""Pada tahun 2014, Direktur Jenderal Agensi Nasional untuk Teknologi Komunikasi dan Informasi, disingkat ANTIC, mengungkapkan bahwa agensi tersebut secara konstan memonitor media sosial untuk mendeteksi konten terlarang yang memiliki potensi untuk mengancam keamanan nasional dan citra negara Kamerun.""","""Pada 2014, Direktur General of National Agency for Information and Communication Technologies, ANTIK, mengungkapkan bahwa agensi terus memantau media sosial untuk mendeteksi konten ilegal yang mungkin berpotensi mengancam keamanan nasional dan citra Kamerun."""
"Siraman air hujan tidak menghentikan laju petenis nomor satu dunia Roger Federer untuk maju ke semifinal turnamen tenis Estoril Terbuka, setelah menang 6-3 6-2 atas petenis Romania, Victor Hanescu, Kamis waktu setempat.",Hujan stabil tidak menghentikan dunia nomor satu Roger Federer dari jelajah ke perempat final dari Estoril Terbuka dengan 6-3 6-2 menang atas Rumania Victor Hanescu pada hari Kamis.
"""Kami memperuntukkan lapangan sepakbola menjadi mikrokosmos dari masyarakat, di mana orang-orang dari setiap jenis kelamin dapat hidup berdampingan setara dengan menghormati tubuh dan ruang satu sama lain.""","""Kami berniat lapangan sepak bola untuk menjadi mikrokosm masyarakat, di mana orang-orang dari setiap jenis kelamin dapat hidup berdampingan sama dengan menghormati satu sama lain tubuh dan ruang."""
"Pemerintah juga mesti mengawasi penelitian mengenai dampak jangka-panjang aksi gangguan yang dialami korban dan pelakunya, serta cara efektif untuk mengatasi gangguan, kata Komite Ketrampilan dan Pendidikan dalam suatu laporan.","Pemerintah juga harus memberikan komisi penelitian ke dalam efek jangka panjang penindasan pada korban dan pelaku, serta cara efektif untuk menantang perilaku bullying, Commons Pendidikan dan Skills Komite mengatakan dalam sebuah laporan."
